,Ort,Stärke
8954,"82km SSW of Chirovanga, Solomon Islands",4.7
8955,"14km S of Joshua Tree, CA",0.76
8956,"5km WSW of Volcano, Hawaii",1.93
8957,"77km SW of Kaktovik, Alaska",2.1
8958,"24km ESE of Hawthorne, Nevada",-0.1
8959,"5km WSW of Volcano, Hawaii",1.81
8960,"62km NW of Cape Yakataga, Alaska",1.9
8961,"76km WNW of Skagway, Alaska",1.6
8962,"172km SSE of Unalaska, Alaska",3.9
8963,"8km ESE of Huitan, Guatemala",4.6
8964,"18km W of Portola, California",1.5
8965,"63km E of Healy, Alaska",0.7
8966,"8km SSE of Mineral, CA",0.53
8967,"7km SSE of Mineral, CA",1.63
8968,"196km ESE of Pagan, Northern Mariana Islands",4.3
8969,"71km SSW of Kaktovik, Alaska",1.9
8970,"37km SSE of Goldfield, Nevada",0.1
8971,"7km SSE of Mineral, CA",1.52
8972,"33km SSE of Whittier, Alaska",2.2
8973,"4km NNE of Pinnacles, CA",1.21
8974,"25km WSW of Hawthorne, Nevada",0.7
8975,"68km SSE of Circle Hot Springs Station, Alaska",2.1
8976,"11km ESE of Mammoth Lakes, CA",0.58
8977,"63km SSE of Tanaga Volcano, Alaska",2.9
8978,"2km SSE of Adjuntas, Puerto Rico",1.7
8979,"2km ENE of Olancha, CA",1.29
8980,"63km SSW of Kaktovik, Alaska",3.3
8981,"68km WNW of Skagway, Alaska",3.2
8982,"116km S of Sitka, Alaska",3.3
8983,"79km NNE of Unalakleet, Alaska",1.6
8984,"15km ENE of Harper, Kansas",1.77
8985,"12km N of Dixon Lane-Meadow Creek, CA",0.46
8986,"17km ENE of Harper, Kansas",2.3
8987,"2km SW of Entiat, Washington",1.62
8988,"21km WSW of Tremonton, Utah",1.48
8989,"67km SSW of Kaktovik, Alaska",1.7
8990,"16km ENE of Harper, Kansas",2.1
8991,"10km NE of Aguanga, CA",0.58
8992,"69km SSW of Kaktovik, Alaska",2.8
8993,"5km WSW of Volcano, Hawaii",1.85
8994,"9km SE of Borrego Springs, CA",0.81
8995,"8km NE of Aguanga, CA",0.49
8996,"2km NW of Anderson Springs, CA",1.36
8997,"18km W of Portola, California",0.7
8998,"5km SW of Volcano, Hawaii",1.81
8999,"7km NW of The Geysers, CA",0.9
9000,"12km WNW of Mineral, CA",1.84
9001,"68km SSW of Kobuk, Alaska",1.2
9002,"21km NNE of Downieville, California",0.4
9003,"42km SE of Butte, Alaska",1.9
9004,"8km ENE of Pahala, Hawaii",1.95
9005,"140km W of Negril, Jamaica",4.7
9006,"36km NW of Valdez, Alaska",1.1
9007,"7km S of Mineral, CA",0.55
9008,"2km WNW of Tahoe Vista, California",-0.3
9009,"77km SW of Kaktovik, Alaska",2.1
9010,"78km NNE of Unalakleet, Alaska",1.4
9011,"14km SE of Lincoln, Montana",1.13
9012,"13km E of Coso Junction, CA",0.53
9013,"10km S of Talkeetna, Alaska",1.4
9014,"6km NW of The Geysers, CA",1.85
9015,"3km NNW of La Verne, CA",0.63
9016,"37km S of Khaydarkan, Kyrgyzstan",4.9
9017,"74km NNW of Nikiski, Alaska",0.9
9018,"4km S of Heber, CA",1.37
9019,"5km SSW of Banning, CA",0.93
9020,"56km NE of Kodiak, Alaska",2.3
9021,"20km ESE of Glennallen, Alaska",1.3
9022,"9km SSE of Mineral, CA",0.62
9023,"8km ENE of Aguanga, CA",-0.05
9024,"2km SE of Mammoth Lakes, CA",0.19
9025,"38km NE of Old Faithful Geyser, Wyoming",0.56
9026,"14km SE of Hyrum, Utah",1.06
9027,"80km ESE of Whittier, Alaska",1.4
9028,"11km N of North Nenana, Alaska",0.5
9029,"9km NE of Aguanga, CA",0.8
9030,"11km W of Toms Place, CA",0.59
9031,"20km WSW of Tremonton, Utah",0.49
9032,"21km WSW of Tremonton, Utah",0.79
9033,"9km E of Running Springs, CA",1.0
9034,"10km W of Talkeetna, Alaska",2.2
9035,"9km NE of Aguanga, CA",0.51
9036,"21km WSW of Tremonton, Utah",1.89
9037,"4km WNW of Cabazon, CA",0.78
9038,"268km NNW of Farallon de Pajaros, Northern Mariana Islands",4.6
9039,"25km SSW of Mammoth Lakes, CA",0.84
9040,"57km WNW of Willow, Alaska",1.6
9041,"15km NE of Valdez, Alaska",0.9
9042,"67km WSW of Alamo, Nevada",0.1
9043,"70km SSW of Kaktovik, Alaska",2.7
9044,"158km SE of Tok, Alaska",1.4
9045,"7km NNE of Beaumont, CA",0.98
9046,"26km SSW of Mammoth Lakes, CA",1.02
9047,"7km ENE of Anza, CA",0.43
9048,"54km SSW of Kaktovik, Alaska",2.2
9049,"7km NW of The Geysers, CA",0.45
9050,"78km S of Kaktovik, Alaska",2.0
9051,"7km NE of Anza, CA",0.3
9052,"11km ESE of Lincoln, Montana",0.75
9053,"49km SSW of Kaktovik, Alaska",1.8
9054,"8km NNW of Kodiak Station, Alaska",2.5
9055,"40km S of Forks, Washington",1.61
9056,"14km N of North Nenana, Alaska",0.6
9057,"13km ESE of Lincoln, Montana",0.93
9058,"70km SSW of Kaktovik, Alaska",2.4
9059,"2km E of Mammoth Lakes, CA",0.15
9060,"21km NE of San Ardo, CA",1.26
9061,"66km SSW of Kaktovik, Alaska",2.7
9062,"2km WSW of San Lorenzo, CA",1.5
9063,"17km E of Cordova, Alaska",1.2
9064,"87km NNW of Kobuk, Alaska",1.5
9065,"9km WNW of The Geysers, CA",0.91
9066,"9km WNW of The Geysers, CA",1.18
9067,"16km SW of Smith Valley, Nevada",1.0
9068,"37km WNW of Anchor Point, Alaska",3.5
9069,"9km NW of Garnet, CA",1.16
9070,"78km N of Kobuk, Alaska",1.9
9071,"9km NW of The Geysers, CA",0.91
9072,"63km ESE of Whittier, Alaska",1.6
9073,"45km SW of Anchor Point, Alaska",2.2
9074,"30km SW of Hawthorne, Nevada",0.8
9075,"37km WSW of Kaktovik, Alaska",2.2
9076,"17km NE of Old Faithful Geyser, Wyoming",0.63
9077,"54km SSW of Kaktovik, Alaska",1.9
9078,"23km SSW of Ocotillo Wells, CA",0.82
9079,"36km WSW of Austin, Nevada",0.9
9080,"56km ENE of Beatty, Nevada",-0.2
9081,"2km SSW of Big Bear Lake, CA",1.02
9082,"2km SSW of Big Bear Lake, CA",0.97
9083,"1km SSW of Big Bear Lake, CA",2.66
9084,"120km ESE of Iquique, Chile",4.3
9085,"62km SSW of Kaktovik, Alaska",2.2
9086,"66km SSW of Kaktovik, Alaska",1.8
9087,"3km NNE of San Leandro, CA",1.07
9088,"14km ENE of Harper, Kansas",2.1
9089,"93km NNW of Talkeetna, Alaska",1.6
9090,"9km SSW of Gabbs, Nevada",0.3
9091,"9km NE of Aguanga, CA",0.64
9092,"2km WNW of Tahoe Vista, California",-0.1
9093,"4km SW of Volcano, Hawaii",1.76
9094,"69km SE of King Salmon, Alaska",1.1
9095,"77km W of Big Lake, Alaska",1.5
9096,"4km WSW of Volcano, Hawaii",1.91
9097,"12km SE of Vieques, Puerto Rico",1.41
9098,"79km N of Kobuk, Alaska",2.1
9099,"1km W of Manhattan Beach, CA",1.78
9100,"59km SSW of Kaktovik, Alaska",1.8
9101,"14km WNW of Castle Rock, Washington",1.5
9102,"28km ENE of Bridgeport, California",1.2
9103,"63km SSW of Kaktovik, Alaska",2.7
9104,"154km SSW of Kavieng, Papua New Guinea",5.5
9105,"65km SSW of Kaktovik, Alaska",3.7
9106,"3km E of Banning, CA",1.05
9107,"68km SSW of Kaktovik, Alaska",3.1
9108,"125km WNW of Arctic Village, Alaska",2.1
9109,"48km WNW of Cape Yakataga, Alaska",0.7
9110,"50km NE of Mammoth Lakes, California",0.3
9111,"46km S of Kaktovik, Alaska",2.1
9112,"93km SW of Kaktovik, Alaska",2.7
9113,"4km SW of Palmarejo, Puerto Rico",1.82
9114,"53km WSW of Talkeetna, Alaska",1.3
9115,"15km WNW of Seward, Alaska",1.6
9116,"107km SE of Sucua, Ecuador",4.4
9117,"59km SSW of Kaktovik, Alaska",3.3
9118,"4km WSW of Volcano, Hawaii",1.84
9119,"1km SSW of Big Bear Lake, CA",1.6
9120,"1km SSW of Big Bear Lake, CA",1.73
9121,"12km NNE of Cambria, CA",1.06
9122,"9km NE of Aguanga, CA",0.77
9123,"67km SSW of Kaktovik, Alaska",3.1
9124,"9km NE of Aguanga, CA",0.51
9125,"9km NE of Aguanga, CA",0.44
9126,"8km WSW of Anza, CA",1.57
9127,"5km SSW of Nikiski, Alaska",1.3
9128,"40km SW of Whitehall, Montana",0.84
9129,"0km WNW of Lake Henshaw, CA",0.76
9130,"5km N of Cabazon, CA",0.77
9131,"6km NW of The Geysers, CA",0.4
9132,"66km SSW of Kaktovik, Alaska",2.2
9133,"8km NNE of Cold Springs, Nevada",0.8
9134,"27km SW of Smith Valley, Nevada",0.9
9135,"10km NNW of Idyllwild, CA",0.68
9136,"31km NE of Amboy, Washington",0.41
9137,"12km SE of Smith Valley, Nevada",0.2
9138,"15km NNE of Hawthorne, Nevada",-0.2
9139,"1km WSW of Manhattan Beach, CA",2.42
9140,"12km WNW of Toms Place, CA",0.57
9141,"3km WSW of Manhattan Beach, CA",1.48
9142,"106km W of Talkeetna, Alaska",2.2
9143,"98km NW of Larsen Bay, Alaska",1.7
9144,"8km NE of Aguanga, CA",0.34
9145,"9km NE of Aguanga, CA",0.51
9146,"2km ENE of Mammoth Lakes, CA",0.21
9147,"42km WSW of Tanaga Volcano, Alaska",2.1
9148,"39km S of Redoubt Volcano, Alaska",2.6
9149,"7km E of Mammoth Lakes, CA",0.23
9150,"2km NNW of Huntington Park, CA",1.48
9151,"77km WSW of Cantwell, Alaska",1.6
9152,"63km SSW of Kaktovik, Alaska",3.1
9153,"9km NE of Aguanga, CA",0.06
9154,"17km W of Kenai, Alaska",1.3
9155,"16km ENE of Julian, CA",0.73
9156,"15km W of Anchor Point, Alaska",2.3
9157,"4km SE of Piru, CA",1.94
9158,"101km SSE of Lardos, Greece",4.0
9159,"8km NE of Aguanga, CA",1.6
9160,"9km ENE of Milpitas, CA",0.94
9161,"9km NE of Aguanga, CA",0.52
9162,"9km NE of Aguanga, CA",0.37
9163,"12km S of West Yellowstone, Montana",0.1
9164,"9km SW of Anza, CA",0.38
9165,"156km SSW of Kavieng, Papua New Guinea",5.5
9166,"9km ENE of Milpitas, CA",3.4
9167,"271km WNW of Abepura, Indonesia",4.4
9168,"24km SSE of Pahala, Hawaii",2.12
9169,"3km WNW of Volcano, Hawaii",1.83
9170,"10km WSW of Anza, CA",0.34
9171,"286km NE of Bonavista, Canada",4.3
9172,"69km SSW of Kaktovik, Alaska",3.0
9173,"35km NNW of Anchor Point, Alaska",1.4
9174,"35km W of Kalifornsky, Alaska",1.5
9175,"84km WNW of Skagway, Alaska",2.0
9176,"69km SSW of Kaktovik, Alaska",3.5
9177,"194km ESE of Pagan, Northern Mariana Islands",5.1
9178,"9km NE of Aguanga, CA",1.43
9179,"54km WNW of Anchor Point, Alaska",1.5
9180,"70km SSW of Kaktovik, Alaska",2.7
9181,"58km W of West Yellowstone, Montana",1.03
9182,"8km NE of Aguanga, CA",1.37
9183,"183km SSE of Atka, Alaska",2.3
9184,"35km SW of New Allakaket, Alaska",1.0
9185,"71km SSW of Kaktovik, Alaska",2.2
9186,"5km WSW of Las Marias, Puerto Rico",1.98
9187,"4km SSE of Banning, CA",0.89
9188,"4km NNE of Hildale, Utah",1.06
9189,"3km NNW of The Geysers, CA",0.82
9190,"15km N of Warner Springs, CA",0.26
9191,"2km NNW of La Verne, CA",0.78
9192,"34km SE of Valdez, Alaska",2.6
9193,"5km NW of The Geysers, CA",1.02
9194,"75km SSW of Redoubt Volcano, Alaska",2.0
9195,"10km E of Mammoth Lakes, CA",1.23
9196,"73km SSW of Kaktovik, Alaska",2.1
9197,"9km NE of Aguanga, CA",0.42
9198,"75km SSW of Kaktovik, Alaska",1.8
9199,"4km W of Cobb, CA",1.05
9200,"49km NW of Dutch Harbor, Alaska",2.6
9201,"72km SSW of Kaktovik, Alaska",1.4
9202,"62km SSW of Kaktovik, Alaska",1.2
9203,"78km SSW of Kaktovik, Alaska",1.9
9204,"30km SE of Redoubt Volcano, Alaska",1.3
9205,"78km SSW of Kaktovik, Alaska",1.2
9206,"10km E of Mammoth Lakes, CA",0.39
9207,"63km SSW of Kaktovik, Alaska",2.3
9208,"5km NNW of Boron, CA",1.81
9209,"5km S of Frazier Park, CA",0.85
9210,"15km WSW of Three Forks, Montana",2.22
9211,"74km SSW of Kaktovik, Alaska",1.4
9212,"54km SW of Kaktovik, Alaska",2.5
9213,"63km WNW of Nikolski, Alaska",3.0
9214,"3km ENE of The Geysers, CA",1.83
9215,"3km ENE of The Geysers, CA",0.59
9216,"85km NNW of Larsen Bay, Alaska",0.5
9217,"80km SSW of Kaktovik, Alaska",1.5
9218,"81km SSW of Kaktovik, Alaska",1.6
9219,"13km ESE of Hydesville, CA",1.74
9220,"11km NE of Aguanga, CA",0.47
9221,"10km NE of Aguanga, CA",0.62
9222,"7km E of Mammoth Lakes, CA",0.27
9223,"78km SW of Delta Junction, Alaska",1.1
9224,"116km NNW of Arctic Village, Alaska",1.4
9225,"17km WSW of Three Forks, Montana",0.48
9226,"8km SSW of Gabbs, Nevada",0.8
9227,"10km E of Mammoth Lakes, CA",0.77
9228,"65km NE of Sutton-Alpine, Alaska",2.0
9229,"79km SSW of Kaktovik, Alaska",1.9
9230,"93km NNW of Arctic Village, Alaska",2.0
9231,"4km NNW of Idyllwild, CA",0.66
9232,"91km NNW of Arctic Village, Alaska",2.4
9233,"16km SE of Gorham, New Hampshire",1.9
9234,"61km E of Big Pine, California",0.7
9235,"9km E of Mammoth Lakes, CA",0.5
9236,"71km SSW of Kaktovik, Alaska",3.2
9237,"8km SSW of Gabbs, Nevada",0.9
9238,"9km E of Mammoth Lakes, CA",1.38
9239,"4km WSW of Volcano, Hawaii",1.8
9240,"66km NNW of Nikiski, Alaska",1.1
9241,"77km SSW of Kaktovik, Alaska",1.4
9242,"78km SSW of Kaktovik, Alaska",1.2
9243,"15km SW of Oasis, CA",0.79
9244,"10km N of Hagi, Japan",4.2
9245,"10km NE of Aguanga, CA",0.51
9246,"6km ENE of San Jeronimo Ixtepec, Mexico",4.4
9247,"66km SSW of Kobuk, Alaska",1.1
9248,"23km N of Larsen Bay, Alaska",1.2
9249,"87km ENE of Cantwell, Alaska",1.5
9250,"10km NE of Aguanga, CA",0.56
9251,"8km NE of Aguanga, CA",0.2
9252,"16km E of Paonia, Colorado",3.0
9253,"3km NE of San Dimas, CA",0.71
9254,"13km SE of Volcano, Hawaii",1.97
9255,"14km SW of Princeton, Canada",2.12
9256,"11km NE of Aguanga, CA",0.82
9257,"58km SSW of Goldfield, Nevada",0.0
9258,"19km NW of Gabbs, Nevada",0.8
9259,"10km NE of Aguanga, CA",0.6
9260,"48km SW of Gerlach-Empire, Nevada",0.9
9261,"88km SW of Kaktovik, Alaska",1.1
9262,"65km WSW of Big Lake, Alaska",1.5
9263,"6km SW of Clayton, CA",0.88
9264,"51km NE of Mammoth Lakes, California",1.0
9265,"3km NNW of The Geysers, CA",1.17
9266,"3km NNW of The Geysers, CA",1.32
9267,"77km SSW of Kaktovik, Alaska",2.9
9268,"49km WNW of Anchor Point, Alaska",2.0
9269,"113km W of Talkeetna, Alaska",1.5
9270,"11km SE of Smith Valley, Nevada",0.3
9271,"4km NNW of Mayaguez, Puerto Rico",2.76
9272,"28km WSW of Hawthorne, Nevada",0.6
9273,"77km NE of Ndoi Island, Fiji",4.2
9274,"20km ESE of Packwood, Washington",1.93
9275,"10km WSW of Atascadero, CA",1.16
9276,"79km SSW of Kaktovik, Alaska",1.4
9277,"219km NNW of Manado, Indonesia",4.3
9278,"12km S of Fern Acres, Hawaii",1.76
9279,"14km W of Entiat, Washington",1.09
9280,"79km SSW of Kaktovik, Alaska",1.6
9281,"13km ESE of Julian, CA",1.05
9282,"34km NNW of Manley Hot Springs, Alaska",1.2
9283,"47km W of Kobuk, Alaska",1.2
9284,"2km WSW of Cobb, CA",0.93
9285,"6km WNW of Cobb, CA",1.07
9286,"15km WSW of Three Forks, Montana",0.5
9287,"17km NNW of Toms Place, CA",0.75
9288,"75km SSW of Kaktovik, Alaska",2.1
9289,"19km ESE of Hawthorne, Nevada",-0.3
9290,"45km ESE of Beatty, Nevada",-0.2
9291,"116km NW of Arctic Village, Alaska",1.5
9292,"75km SW of Larsen Bay, Alaska",2.2
9293,"72km SSW of Kaktovik, Alaska",1.5
9294,"19km NW of Parkfield, CA",1.53
9295,"46km WSW of Nikolski, Alaska",1.6
9296,"4km WSW of Volcano, Hawaii",0.68
9297,"118km NNW of Talkeetna, Alaska",1.8
9298,"34km N of Vallenar, Chile",4.5
9299,"75km SSW of Kaktovik, Alaska",1.3
9300,"77km S of Panguna, Papua New Guinea",5.1
9301,"62km WNW of Talkeetna, Alaska",0.8
9302,"9km W of San Simeon, CA",2.26
9303,"5km NE of Mammoth Lakes, CA",0.36
9304,"78km SE of Atka, Alaska",2.5
9305,"9km NE of Aguanga, CA",0.62
9306,"9km ENE of Aguanga, CA",0.27
9307,"8km NE of Aguanga, CA",1.05
9308,"7km NW of The Geysers, CA",0.86
9309,Pacific-Antarctic Ridge,4.4
9310,"80km SSW of Kaktovik, Alaska",1.7
9311,"59km WSW of Alamo, Nevada",1.0
9312,"108km NNW of Arctic Village, Alaska",1.8
9313,"98km NNW of Arctic Village, Alaska",1.2
9314,"32km SSW of Anchorage, Alaska",1.5
9315,"29km WSW of Tanaga Volcano, Alaska",1.1
9316,"10km NE of Aguanga, CA",0.9
9317,"76km SSW of Kaktovik, Alaska",1.3
9318,"5km NW of Parkfield, CA",0.29
9319,"14km S of Morton, Washington",0.57
9320,"4km E of Salt Lake City, Utah",1.0
9321,"70km E of Cape Yakataga, Alaska",2.1
9322,"8km WNW of The Geysers, CA",0.91
9323,"3km NNW of La Verne, CA",0.95
9324,"8km WNW of The Geysers, CA",0.31
9325,"143km WNW of Haines Junction, Canada",1.6
9326,"3km NW of Volcano, Hawaii",2.32
9327,"46km SW of Unalaska, Alaska",1.8
9328,"79km SSW of Kaktovik, Alaska",1.8
9329,"19km NW of Aguadilla, Puerto Rico",2.32
9330,"68km WNW of Valdez, Alaska",1.4
9331,"109km NNW of Arctic Village, Alaska",1.5
9332,"179km SSE of Amatignak Island, Alaska",2.4
9333,"9km NE of Aguanga, CA",0.46
9334,"41km SSW of Beatty, Nevada",0.1
9335,"7km WNW of The Geysers, CA",2.84
9336,"23km SSE of Knik-Fairview, Alaska",1.0
9337,"6km WNW of Houston, Alaska",0.9
9338,"46km WSW of Nikolski, Alaska",1.9
9339,"58km SW of Cantwell, Alaska",1.1
9340,"52km ESE of Nikolski, Alaska",2.5
9341,"8km NE of Aguanga, CA",1.18
9342,"3km SW of Tahoe Vista, California",0.2
9343,"81km SSW of Kaktovik, Alaska",2.3
9344,"72km SSW of Kaktovik, Alaska",1.7
9345,"111km NNW of Arctic Village, Alaska",1.4
9346,"3km NE of Mammoth Lakes, CA",0.27
9347,"23km SW of Stella, Puerto Rico",2.86
9348,"79km SSW of Kaktovik, Alaska",1.6
9349,"4km W of Volcano, Hawaii",1.99
9350,"33km SW of Tanaga Volcano, Alaska",0.9
9351,"19km NW of Parkfield, CA",1.31
9352,"7km SSE of Santa Clarita, CA",1.04
9353,"71km SSW of Kaktovik, Alaska",1.3
9354,"129km ESE of Visokoi Island, South Georgia and the South Sandwich Islands",4.4
9355,"74km SW of Unalaska, Alaska",1.3
9356,"3km E of Mammoth Lakes, CA",0.34
9357,"4km NW of Anchor Point, Alaska",1.4
9358,"10km NE of Aguanga, CA",0.18
9359,"81km SSW of Kaktovik, Alaska",2.0
9360,"27km NNW of Packwood, Washington",1.15
9361,"69km SSW of Kobuk, Alaska",1.9
9362,"27km NNW of Packwood, Washington",1.14
9363,"136km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",5.0
9364,"9km NE of Aguanga, CA",0.38
9365,"32km S of False Pass, Alaska",1.6
9366,"37km SSE of Goldfield, Nevada",0.1
9367,"64km NNE of Redoubt Volcano, Alaska",1.4
9368,"76km SSW of Kaktovik, Alaska",1.8
9369,"9km NE of Aguanga, CA",0.4
9370,"5km W of Cobb, CA",0.29
9371,"6km W of Cobb, CA",0.6
9372,"10km NE of Aguanga, CA",0.18
9373,"33km SSE of False Pass, Alaska",1.5
9374,"73km SSW of Kaktovik, Alaska",1.5
9375,"43km SW of Glennallen, Alaska",1.2
9376,"73km SSW of Kaktovik, Alaska",1.4
9377,"45km ESE of Beatty, Nevada",0.0
9378,"18km ENE of Thousand Palms, CA",0.88
9379,"76km NE of Adak, Alaska",2.1
9380,"46km S of Redoubt Volcano, Alaska",1.8
9381,"18km ENE of Thousand Palms, CA",0.67
9382,"9km NNE of Pinnacles, CA",0.65
9383,"6km NE of Jayuya, Puerto Rico",1.26
9384,"85km SW of Kaktovik, Alaska",1.7
9385,"78km SSW of Kaktovik, Alaska",1.4
9386,"27km ENE of Redoubt Volcano, Alaska",1.5
9387,"84km SW of Kaktovik, Alaska",1.5
9388,"77km SW of Kaktovik, Alaska",1.6
9389,"118km SW of Porgera, Papua New Guinea",4.6
9390,"16km SSE of Little Sitkin Island, Alaska",1.9
9391,"47km E of Sand Point, Alaska",1.7
9392,"2km E of Mammoth Lakes, CA",0.17
9393,"78km SW of Kaktovik, Alaska",1.3
9394,"18km NNE of Nikiski, Alaska",1.5
9395,"203km SE of Akutan, Alaska",2.5
9396,"245km SE of Kodiak, Alaska",3.0
9397,"2km ENE of Mammoth Lakes, CA",0.26
9398,"22km NE of Barstow, CA",1.39
9399,"73km SW of Kaktovik, Alaska",1.8
9400,"72km SSW of Kaktovik, Alaska",1.6
9401,"81km NNW of Nikiski, Alaska",1.2
9402,"77km SSW of Kaktovik, Alaska",1.6
9403,"6km E of Mammoth Lakes, CA",1.0
9404,"66km SSE of Tanaga Volcano, Alaska",1.7
9405,"21km SSE of Rio Dell, CA",1.89
9406,"9km NE of Aguanga, CA",0.94
9407,"71km W of Anchor Point, Alaska",1.7
9408,"119km NW of Arctic Village, Alaska",1.2
9409,"33km S of False Pass, Alaska",1.8
9410,"10km NE of Aguanga, CA",0.39
9411,"6km NW of The Geysers, CA",1.36
9412,"11km W of Junction, Utah",1.84
9413,"8km NE of Aguanga, CA",1.19
9414,"118km SSW of Sand Point, Alaska",1.7
9415,"16km SSE of Tres Pinos, CA",2.51
9416,"21km S of Amatignak Island, Alaska",2.9
9417,"10km NE of Aguanga, CA",0.4
9418,"101km NNW of Curup, Indonesia",4.2
9419,"4km SE of Canyondam, CA",1.57
9420,"12km NNE of Borrego Springs, CA",1.29
9421,"74km SSW of Kaktovik, Alaska",1.3
9422,"21km N of Manley Hot Springs, Alaska",1.1
9423,"9km ESE of Mammoth Lakes, CA",-0.11
9424,"53km ENE of Beatty, Nevada",-0.2
9425,"33km NE of Redoubt Volcano, Alaska",1.3
9426,"3km E of Mammoth Lakes, CA",2.27
9427,"58km S of Tanaga Volcano, Alaska",1.9
9428,"63km NNW of La Serena, Chile",4.8
9429,"152km SSE of Akutan, Alaska",2.1
9430,"75km SSW of Kaktovik, Alaska",1.6
9431,"106km SSW of Nikolski, Alaska",2.8
9432,"12km SW of Little Sitkin Island, Alaska",2.2
9433,"20km WNW of Gabbs, Nevada",0.8
9434,"78km SSW of Kaktovik, Alaska",1.3
9435,"51km SW of Unalaska, Alaska",0.6
9436,"7km NNW of Tiptonville, Tennessee",1.77
9437,"8km NE of Aguanga, CA",1.15
9438,"9km NE of Aguanga, CA",0.5
9439,"9km NE of Aguanga, CA",0.34
9440,"108km NW of Arctic Village, Alaska",1.0
9441,"87km N of Yakutat, Alaska",1.2
9442,"3km SW of Des Moines, Washington",1.05
9443,"119km SSE of Tanaga Volcano, Alaska",2.8
9444,"13km SSE of Anza, CA",0.34
9445,"56km ESE of Healy, Alaska",0.8
9446,"8km ENE of Aguanga, CA",0.62
9447,"82km SSW of Kaktovik, Alaska",1.6
9448,"8km NE of Aguanga, CA",1.18
9449,"4km NE of Mammoth Lakes, CA",0.81
9450,"16km ESE of Anza, CA",0.33
9451,"10km SSW of Idyllwild, CA",0.8
9452,"10km NNE of Incline Village, Nevada",0.2
9453,"9km NE of Aguanga, CA",0.16
9454,"11km WSW of Royal City, Washington",0.72
9455,"13km SW of Toms Place, CA",0.85
9456,"48km ESE of False Pass, Alaska",1.4
9457,"51km ESE of Beatty, Nevada",-0.3
9458,"28km WSW of Hawthorne, Nevada",0.9
9459,"92km WNW of Cantwell, Alaska",1.5
9460,"88km NE of Kobuk, Alaska",1.4
9461,"1km SSW of Spurgeon, Tennessee",2.01
9462,"78km SSW of Kaktovik, Alaska",1.5
9463,"19km WSW of Nikiski, Alaska",1.2
9464,"49km NNW of Charlotte Amalie, U.S. Virgin Islands",2.58
9465,"11km WNW of The Geysers, CA",1.59
9466,"9km ENE of Aguanga, CA",0.08
9467,"30km E of Yerington, Nevada",0.8
9468,"11km WNW of The Geysers, CA",1.54
9469,"72km SSW of Kaktovik, Alaska",1.4
9470,"17km SE of Boulder, Montana",0.53
9471,"83km E of Old Iliamna, Alaska",1.7
9472,"9km E of Mammoth Lakes, CA",1.1
9473,"57km WNW of Talkeetna, Alaska",2.4
9474,"12km SSW of Noatak, Alaska",1.6
9475,"58km WNW of Talkeetna, Alaska",2.1
9476,"174km NNW of Saumlaki, Indonesia",4.5
9477,"3km WSW of Cobb, CA",0.49
9478,"9km NE of Aguanga, CA",0.92
9479,"75km SSW of Kaktovik, Alaska",1.5
9480,"4km E of Salt Lake City, Utah",0.66
9481,"118km ESE of Akutan, Alaska",1.8
9482,"5km NNW of Little Lake, CA",0.21
9483,"6km SSE of Coso Junction, CA",0.82
9484,"4km NE of Mammoth Lakes, CA",0.49
9485,"279km SE of Kodiak, Alaska",3.1
9486,"79km SSW of Kaktovik, Alaska",1.4
9487,"12km NE of Little Lake, CA",0.6
9488,"21km N of Borrego Springs, CA",0.86
9489,"7km NW of The Geysers, CA",0.81
9490,"30km E of Yerington, Nevada",1.0
9491,"56km S of Naze, Japan",4.3
9492,"19km ENE of Thousand Palms, CA",0.64
9493,"78km SSW of Kaktovik, Alaska",1.7
9494,"52km SSW of Redoubt Volcano, Alaska",1.3
9495,"12km E of Mammoth Lakes, CA",-0.05
9496,"36km NNE of Amboy, Washington",0.6
9497,"12km NE of Little Lake, CA",0.65
9498,"49km N of Nikiski, Alaska",0.6
9499,"12km NE of Little Lake, CA",0.66
9500,"67km NNW of Talkeetna, Alaska",1.1
9501,"75km SSW of Kaktovik, Alaska",1.6
9502,"64km S of Tanaga Volcano, Alaska",1.9
